,time,E,A1, A2,tE
0,0.0,8.002584443186636,0.0034190469342103985,-0.005037090199158734,-0.0015434186414509555
1,1.46,8.09662853278117,0.09272363486827753,0.1027722144823971,0.006451438136201285
2,3.46,7.89901969663286,0.206935309773169,0.2316150424833642,0.012535136717680546
3,5.46,7.522307062517367,0.28002907273925604,0.3755316399949452,0.04164631357318858
4,7.46,7.662437083259753,0.33795883558580453,0.4927405057429596,0.09240715262880146
5,9.46,7.791300647833602,0.4200665054029559,0.6750715925570383,0.11721326171647899
6,11.46,6.922400724425035,0.5009733416450678,0.7860891083519358,0.15739761369583205
7,13.46,7.376184278478696,0.48123824344073696,0.8890994130260703,0.22872557057539653
8,15.46,6.77199173793838,0.5397042022975105,0.9734491345813925,0.2621976142751244
9,19.46,6.618698686039277,0.589614170432542,1.2574597839144932,0.37515769296894397
10,23.46,6.716977404639846,0.5950882788193997,1.4508056117634618,0.46954507979953775
11,27.46,6.323925638344471,0.6247352239835746,1.6707829869235793,0.5170494760390241
12,31.46,6.674076206189657,0.5727193252143209,1.8764590661554061,0.6083729201119804
13,40.46,5.946618575899148,0.4957579957061059,2.267615784218923,0.8032934776631738
14,50.46,5.5612711678844775,0.4253913264903396,2.0939213806903396,1.0118049245213343
15,60.46,5.2903374625609105,0.3429449510888514,2.498346047361879,1.0759622962508737
16,90.46,5.4957597639792075,0.2341148220680707,2.6924400361996224,1.2682494338617551
17,120.46,5.22112045438235,0.22069769498170988,2.5967018368697805,1.183269331143609
18,150.46,5.535827113592401,0.19818273365669686,2.78846610733697,1.2751866228775817
19,180.46,4.930395348594558,0.19472573125879553,2.942314702135301,1.356341593840192
20,240.46,4.836911986820742,0.23167724891025265,3.103639401926592,1.438201565820393
21,300.46,4.863170661565953,0.2588784704176131,3.0464532239559503,1.3762930215327085
22,360.46,5.110293610941762,0.3073663306947514,3.1731790777665587,1.3504769472525373
23,440.46,4.5902522124044625,0.3006312388921979,3.4092791597135914,1.440185901538345
24,530.46,4.202179580615414,0.35772056100193983,3.4349283189897917,1.6095930068578512
25,620.46,4.433810360052459,0.3661093111836839,3.7712238032597054,1.5627109338239076
26,810.46,3.7097344251902995,0.4984094413803555,3.8152873392326856,1.7637139414421934
27,900.46,3.9353186891931693,0.4982962030375728,4.08203125753024,1.714268392777467
28,955.0,3.812643557690073,0.5661720053547803,4.3090256271625655,1.8020381835453478
29,1246.0,3.592790846443308,0.6702247987708315,4.629272521943197,1.8746180434315873
