,time,E,A1, A2,tE
0,0.0,4.135621340878725,-0.005997200580140676,0.0036869949235020065,0.0011436595965070846
1,1.46,3.7784961772072925,0.06651478141802776,0.060004902780908885,-0.00815470762085609
2,3.46,3.69579918869335,0.14761400649992665,0.159155147414341,0.00361237695107427
3,5.46,3.850051688652799,0.2184607741455425,0.25338948861292204,-0.005867749983802258
4,7.46,3.5866353387973944,0.2535473916715968,0.34457200425257695,0.025206716685513473
5,9.46,3.7835972467688235,0.31325434498893684,0.42495840087279657,0.04395076910083598
6,11.46,3.3510187763352253,0.4000309389490251,0.47715202146369906,0.052239014147042837
7,13.46,3.462792512937238,0.4644694263889136,0.6147768719121055,0.07744785825835904
8,15.46,2.7814603012272907,0.5084816931180192,0.7072603794056582,0.06977654713243342
9,19.46,3.308268082793986,0.6118435487286814,0.8412809995607724,0.1186356483093536
10,23.46,2.8976148355199975,0.6450810257133868,1.0301900663472043,0.1428666360632313
11,27.46,2.9349200631784655,0.7347818826493069,1.1242904885861527,0.192927886627179
12,31.46,2.691199825165297,0.7781509288268905,1.1672685076218945,0.230108789827613
13,40.46,2.5570572346946103,0.86318395482132,1.4461945126035372,0.30779879316188113
14,50.46,2.3260867605753255,0.9551761193485222,1.6241569762369745,0.39865674172424603
15,60.46,1.9880781811309696,0.9712073558032492,1.9299185604592553,0.4905705132391006
16,90.46,1.5850778484378985,1.0635786130049023,2.4790767364963244,0.7054543885493741
17,120.46,1.3058063144571874,0.9528660630063218,2.5859474758787404,0.8626969823207246
18,150.46,1.212411615071253,0.8356672809971122,2.7589534787890213,0.9579747658346398
19,180.46,1.0978340995160036,0.8950926423602611,2.705842940830184,0.9640012223084364
20,240.46,1.129173628169957,0.927249972301034,3.0003191600364367,1.063517136826884
21,300.46,0.9569018760682942,0.9823317243195795,2.8676125568433775,1.1479615248805213
22,360.46,0.8658711217363331,1.0467916598936042,3.2698562901670987,0.9979584132250741
23,440.46,0.7722836458723815,1.1478710988589864,3.2541818704455574,1.1680236587261283
24,530.46,0.775452368482254,1.3122762042588907,3.1597896444688622,1.0065738852259238
25,620.46,0.6843127250551302,1.3667001107748642,3.4562776533917265,0.9462012227739446
26,810.46,0.48099523110352077,1.7291057269876118,3.8061868705321245,0.8543809694702635
27,900.46,0.4223618398725952,1.8634970883899622,3.730389589653377,0.8734874753992319
28,955.0,0.38551385721097786,1.96949191234771,3.6773903866966564,0.838818126575718
29,1246.0,0.28434449700921,2.353845733515382,3.5993756229314817,0.6675301269291106
