,time,E,A1, A2,tE
0,0.0,7.932295063953286,0.009863679992258354,-0.018335350605552678,-0.006187978656456107
1,1.46,7.976351972811615,0.18316300944090755,0.2020529835529463,0.013951619365498321
2,3.46,8.096531081278572,0.33172176662309444,0.49696724511636853,0.06683108030580918
3,5.46,7.257693699633513,0.4616746954165788,0.8048781859947041,0.15508071024071385
4,7.46,7.198650425597544,0.45659397381385064,0.8790147870780771,0.2205779270668175
5,9.46,6.285264688807933,0.46851964633515847,1.1573922818803728,0.30554680322310734
6,11.46,6.594153947099432,0.5722161232395787,1.521731021755992,0.35479337882771006
7,13.46,6.543625845538594,0.5680457633036087,1.5523736962908206,0.46496766795539574
8,15.46,6.303996938797924,0.5321697467931708,1.716556646322853,0.570556939346093
9,19.46,6.245933113288727,0.5360120497181988,2.0977139210069895,0.6082783040437311
10,23.46,5.789048489723513,0.48529705845008697,2.0232568268011164,0.9225567093592477
11,27.46,5.918476775837531,0.3981729127594127,2.314112578733751,0.8945935100776982
12,31.46,5.512208379914938,0.3798708407717695,2.1557508859808885,0.9491727660383884
13,40.46,5.86980507466833,0.2795871132859144,2.51644384595408,1.1353220116242981
14,50.46,5.557911324075128,0.20229292206857313,2.713800647135525,1.1753753123025135
15,60.46,5.206927910037684,0.18414476881751898,2.4866165157027345,1.2678605633761049
16,90.46,5.368896440519141,0.18810975693648763,2.952275452896643,1.3428158490973567
17,120.46,4.990311645258077,0.26063954124967104,2.827080295921295,1.2941977388041024
18,150.46,4.844626705724801,0.2219775865955544,2.742816182717819,1.3089130080686062
19,180.46,5.185440118707295,0.2742809582901323,2.8716459428566794,1.3109542479521912
20,240.46,5.03734484953119,0.2769671153908001,3.106873267899647,1.426136836111958
21,300.46,4.6374910880438724,0.30620961771727195,3.6584579246698286,1.4956364397648347
22,360.46,4.575664042247028,0.36363759651663113,3.595736000569716,1.4693470004822775
23,440.46,4.573146781869513,0.398392716439549,3.653042723252878,1.4992172972585511
24,530.46,3.912790386559117,0.47938854074526593,4.049447099453741,1.5958744969776646
25,620.46,3.9622686715819895,0.5380674988494347,3.709645098705267,1.7157443100071441
26,810.46,3.339668480787795,0.6816204415001681,4.520076803951205,1.9558929717081146
27,900.46,3.615222186535643,0.8110238854542593,4.267605697596546,2.0156636096470706
28,955.0,3.186952608467851,0.9143109750776258,5.0721520664350965,1.9340197987732834
29,1246.0,2.679213927579307,1.273592848413046,5.020775918829359,2.144333645090767
