,time,E,A1, A2,tE
0,0.0,1.0060030966580704,0.008713152160919942,-0.014506741407226255,0.006900725087139941
1,1.46,1.0014662421535732,0.006795767829707044,0.0014958226902459526,0.004848800777718014
2,3.46,0.9357570089832573,0.021772199810019315,0.019462980702795556,0.015239540859025767
3,5.46,1.0004426613701776,0.04865589431462054,0.02322704825404369,-0.007171795898417801
4,7.46,0.9718854396122495,0.03776314674877531,0.05945194642328594,-0.00537046149012784
5,9.46,1.0210697804740576,0.0401898417463712,0.05580488297556448,-0.010168956356091314
6,11.46,0.971247686639241,0.05064180293325652,0.06727940185739346,0.0172050526624385
7,13.46,0.9718076733979673,0.08388060029775103,0.07954116632068955,0.015971867562211525
8,15.46,0.9333144330353301,0.05563494460396643,0.09103855425801388,0.004598923104375681
9,19.46,0.8947035763906231,0.08413385263132615,0.10969415712268528,-0.007972724795905255
10,23.46,0.9115813996553649,0.10386458504176943,0.0964950906800251,0.006376367909490737
11,27.46,0.941879659179931,0.15115940018340873,0.13517818638926413,0.007630284124151325
12,31.46,0.8220307697946833,0.13746474492522628,0.15773997302838721,-0.0030136595437254415
13,40.46,0.8358407032985941,0.1709070764690296,0.1775849541337444,0.031293374576448665
14,50.46,0.7433565278413037,0.1797451911892772,0.23624746178698627,0.018515296215256445
15,60.46,0.7434266478869173,0.23632685449584562,0.291757772860181,0.023153946690309495
16,90.46,0.654408806366088,0.299601637320347,0.34649215955367896,0.03577236790632897
17,120.46,0.5569209851788869,0.3353155287896497,0.49683063314232256,0.04553675715607602
18,150.46,0.45864368544810247,0.37986833061675324,0.48786386335469517,0.05834672429976899
19,180.46,0.42783615296134886,0.42115476264593044,0.5615817602616047,0.09575077447128627
20,240.46,0.32275222557657823,0.44924675865238256,0.6131230504907828,0.12580202620048878
21,300.46,0.28174251168739256,0.41400096848988466,0.7138367221194828,0.1334508133872093
22,360.46,0.2283652642276825,0.4468976017399968,0.7635382670585312,0.1676041393480614
23,440.46,0.17563978556354462,0.4591436438218119,0.7547859400838299,0.17573183963999908
24,530.46,0.15516665713741226,0.46697397049468486,0.8072865155770592,0.17618886484861845
25,620.46,0.13318370901357254,0.477233511670544,0.8126842011984138,0.17749376052462196
26,810.46,0.10494092194554254,0.6242410205315716,0.9471634080061664,0.1641238848815777
27,900.46,0.08431141271121531,0.5651796340441513,1.0248718284210472,0.1625236502073675
28,955.0,0.04702865599289424,0.5839075560518555,0.9545020983371999,0.1660285186665541
29,1246.0,0.04323031853305991,0.6827808696113878,0.8609903599230665,0.13295422491928321
