,time,E,A1, A2,tE
0,0.0,1.0116081541086015,0.0015093455749980629,0.016732848135099693,0.002365829468552946
1,1.46,0.9740794241043538,0.02039945133087788,0.034862798811661135,-0.008189938018858638
2,3.46,0.9236340795557427,0.049625609411445955,0.05460402305294148,-0.013123932942778962
3,5.46,0.7842858553810937,0.08252145371248258,0.07851362788860351,0.004839870618631461
4,7.46,0.8424293723412326,0.11861617789116294,0.13690528776905,0.01352571757429989
5,9.46,0.8971780255625971,0.13465266389975525,0.15295932066040174,0.006454098978271966
6,11.46,0.8684177129087247,0.1487050799909513,0.16749808194740448,-0.00197812208533692
7,13.46,0.7844831510168256,0.1521595817879923,0.19780846103840455,0.04083578130848266
8,15.46,0.7975600235117167,0.182539110219667,0.23824931241078479,0.026087151509650967
9,19.46,0.7559809450313024,0.19943136646625056,0.2357969703865397,0.03584086591970602
10,23.46,0.7187438947918292,0.25316374299624067,0.313311533891421,0.02980362335777675
11,27.46,0.700536910216936,0.23775304446292347,0.35148138591438205,0.028276579817116346
12,31.46,0.6900837588075219,0.27134797357439394,0.3252532656135956,0.04929320651394266
13,40.46,0.6031912712417432,0.2865754884033923,0.40927665687835924,0.06708521374401141
14,50.46,0.5814946385560292,0.3044871699221082,0.4831611706936619,0.09921311905290807
15,60.46,0.5220000561594615,0.31354960440146085,0.4896264606926483,0.0877473927189437
16,90.46,0.3884654538739355,0.3051191243582845,0.5974030051202451,0.14915434200449526
17,120.46,0.35990242252662014,0.2687160116737557,0.6523241761167539,0.18264432414906837
18,150.46,0.28932770756925447,0.2570134887148515,0.730449127107692,0.24088956075110193
19,180.46,0.2990764147023469,0.2812661202105904,0.7258519461001792,0.21997980988914434
20,240.46,0.2592595967398625,0.2627231471656018,0.7651389357247077,0.2314155828146807
21,300.46,0.2236005949465755,0.27898681458790203,0.7647442881209555,0.23358332550149494
22,360.46,0.17912837197423936,0.36515334510926645,0.8124041001998461,0.24300846334456258
23,440.46,0.20392273866545993,0.3572230967859463,0.7968728106704067,0.22791027243709644
24,530.46,0.14896975998716988,0.37739541595262033,0.8877133318441254,0.2224873455183673
25,620.46,0.14533694502746036,0.4551337473772246,0.8771450578069111,0.23985890295098736
26,810.46,0.1127297395415432,0.5332198059068338,0.8886392231569288,0.18020479367787134
27,900.46,0.10520508464959201,0.4824776929835491,0.9574347919927353,0.18953457041354774
28,955.0,0.1084443746277329,0.48144030316802755,0.9063534420891467,0.16504116893720316
29,1246.0,0.066734045099932,0.6103758276499714,0.9981381734836128,0.14341551420268595
