,time,E,A1, A2,tE
0,0.0,3.7589902988298047,-0.0020246088827277874,-0.007272853278386679,0.011623597724573316
1,1.46,3.8945924189924246,0.13617420775205874,0.12318624119624137,0.020639949285542265
2,3.46,3.7397479152345414,0.2625012535514434,0.3138446024970168,0.021142317181349193
3,5.46,3.5026369931704564,0.40724157690625734,0.5041885799381859,0.039086381594151065
4,7.46,3.4715644158844907,0.5255400326840606,0.6534028916558412,0.07705915584492447
5,9.46,2.7850583268799887,0.5754045947826815,0.9122319387604229,0.10374301694564149
6,11.46,3.159297002231655,0.6682557821488793,0.8979538996192196,0.13372108192473878
7,13.46,2.7380856680327,0.6685821875884603,1.0031906865466123,0.18337093361178475
8,15.46,2.842871833867716,0.8217410699415483,1.1680754280150483,0.19796516284193558
9,19.46,2.520115786597975,0.841697670951137,1.5113905320315564,0.25974740512896316
10,23.46,2.3557473564339393,0.7846446301635204,1.6016701758371497,0.32792617798209095
11,27.46,2.237840303653372,0.9407335984590701,1.7264336662620834,0.38123824848218524
12,31.46,2.0285290190531593,0.9619398934855002,1.8931860270096783,0.46947379999771316
13,40.46,1.7439439193350812,0.9099898816109521,2.17549318124081,0.5930034181571783
14,50.46,1.6414460801813717,0.8819106311371145,2.4505469634202584,0.7555021510256865
15,60.46,1.522927669537357,0.8914069898736132,2.458868681862605,0.8145377610960632
16,90.46,1.3265459300113531,0.7366891620339625,2.7095095993374247,1.0020662138069987
17,120.46,1.3444831945697886,0.7709746596090519,2.7960634493812804,0.9755433941321413
18,150.46,1.093447269549816,0.8531323458820196,2.7660563427000002,1.004837757963501
19,180.46,1.100488925536672,0.8958240955446238,2.921902814916825,1.0152099037277216
20,240.46,0.9658945039056285,0.9886483784669373,2.981371813813865,1.051366304336094
21,300.46,0.8994630312738282,1.071063094354929,3.108246353340369,1.019423235648972
22,360.46,0.8454351501500726,1.1544685076028967,3.1976248515591257,0.9662070856213121
23,440.46,0.6937791700101626,1.4079799879929067,3.2192001674832493,0.9486893907099461
24,530.46,0.578208238965162,1.672008401027848,3.2163142238436833,0.9220888802954577
25,620.46,0.5477843326754149,1.7982091495947115,3.4344306852806614,0.8596079261130345
26,810.46,0.3601727435803821,2.165943415594328,3.5909772274910314,0.6090494653048308
27,900.46,0.29481053535915924,2.557036850559031,3.641173646577686,0.6421839198617751
28,955.0,0.287591411351485,2.5862617115353865,3.708755164567747,0.6197165931428827
29,1246.0,0.13371336090049113,3.3247020603567137,4.191251346499296,0.32262649831770435
